# RuneScape950 cache items ID/name list
# Generated UTC: 2026-09-16T23:32:13.260262200Z
# Source cache: C:\Games\950OpenSource\cache
# Index 19; definitions=63414; named=57837; unnamed=5577; errors=0
# Reference table SHA-256: ff1d2e2e9bb3e2a488bd0e475b957bdbea5276625d4489d64cb5618bf8f014c6
# All actual reference-defined IDs are included. <unnamed> means no display name; errors are reported, never guessed.
# Names come from this950 cache. Items resolve cache template names; conditional NPC/object transforms depend on game state.
# UTF-8, tab-separated; literal tabs/newlines inside names are escaped.
ID	Name	Details
28685	Vorago shard	
28686	Mask of Mourning	
28687	Helm of Keening	
28688	Mask of Gelatin	
28689	Jellyhead	
28690	Mask of Dust	
28691	Helm of Devilry	
28692	Mask of Granite	
28693	Helm of Grotesquery	
28694	Mask of Vines	
28695	Helm of Mutation	
28696	Spirit Pig scroll (Bacon Blast)	
28697	War pig pouch	
28698	Pack pig pouch	
28699	Prayer pig pouch	
28700	Pig	
28702	Off-white partyhat	
28703	Garish-pink partyhat	
28704	<unnamed>	
28705	<unnamed>	
28706	<unnamed>	
28707	<unnamed>	
28708	<unnamed>	
28709	<unnamed>	
28710	<unnamed>	
28711	<unnamed>	
28712	<unnamed>	
28713	<unnamed>	
28714	<unnamed>	
28715	<unnamed>	
28716	<unnamed>	
28717	<unnamed>	
28718	<unnamed>	
28719	<unnamed>	
28720	Bronze Saradominist token	
28721	Silver Saradominist token	
28722	Gold Saradominist token	
28723	Rune Saradominist token	
28724	Dragon Saradominist token	
28725	Bronze Zamorakian token	
28726	Silver Zamorakian token	
28727	Gold Zamorakian token	
28728	Rune Zamorakian Token	
28729	Dragon Zamorakian Token	
28730	<unnamed>	
28731	<unnamed>	
28732	<unnamed>	
28733	<unnamed>	
28734	<unnamed>	
28735	<unnamed>	
28736	<unnamed>	
28737	Icyenic staff	
28738	Infernal staff	
28739	Icyenic greathammer	
28740	Infernal Greathammer	
28741	Icyenic bow	
28742	Infernal bow	
28743	Small XP lamp	
28744	Medium XP lamp	
28745	Large XP lamp	
28746	Huge XP lamp	
28747	Small XP lamp	
28748	Medium XP lamp	
28749	Large XP lamp	
28750	Huge XP lamp	
28751	Small XP lamp	
28752	Medium XP lamp	
28753	Large XP lamp	
28754	Huge XP lamp	
28755	Warpriest of Saradomin gauntlets	
28756	Warpriest of Saradomin gauntlets	
28757	Warpriest of Saradomin gauntlets	
28758	Warpriest of Saradomin boots	
28759	Warpriest of Saradomin boots	
28760	Warpriest of Saradomin boots	
28761	Warpriest of Saradomin cuirass	
28762	Warpriest of Saradomin cuirass	
28763	Warpriest of Saradomin cuirass	
28764	Warpriest of Saradomin greaves	
28765	Warpriest of Saradomin greaves	
28766	Warpriest of Saradomin greaves	
28767	Warpriest of Saradomin helm	
28768	Warpriest of Saradomin helm	
28769	Warpriest of Saradomin helm	
28770	Warpriest of Saradomin cape	
28771	Warpriest of Saradomin cape	
28772	Warpriest of Saradomin cape	
28773	Warpriest of Zamorak gauntlets	
28774	Warpriest of Zamorak gauntlets	
28775	Warpriest of Zamorak gauntlets	
28776	Warpriest of Zamorak boots	
28777	Warpriest of Zamorak boots	
28778	Warpriest of Zamorak boots	
28779	Warpriest of Zamorak cuirass	
28780	Warpriest of Zamorak cuirass	
28781	Warpriest of Zamorak cuirass	
28782	Warpriest of Zamorak greaves	
28783	Warpriest of Zamorak greaves	
28784	Warpriest of Zamorak greaves	
28785	Warpriest of Zamorak helm	
28786	Warpriest of Zamorak helm	
28787	Warpriest of Zamorak helm	
28788	Warpriest of Zamorak cape	
28789	Warpriest of Zamorak cape	
28790	Warpriest of Zamorak cape	
28791	<unnamed>	
28792	<unnamed>	bound; base=28791
28793	<unnamed>	
28794	<unnamed>	bound; base=28793
28795	<unnamed>	
28796	<unnamed>	bound; base=28795
28797	<unnamed>	
28798	<unnamed>	bound; base=28797
28799	<unnamed>	
28800	<unnamed>	bound; base=28799
28801	<unnamed>	
28802	<unnamed>	bound; base=28801
28803	<unnamed>	
28804	<unnamed>	bound; base=28803
28805	<unnamed>	
28806	<unnamed>	bound; base=28805
28807	<unnamed>	
28808	<unnamed>	bound; base=28807
28809	Sacred mine	
28810	Divine shard	
28811	<unnamed>	
28812	Saradominist banner	
28813	Zamorakian banner	
28814	Saradominist banner	
28815	Zamorakian banner	
28816	Saradominist banner	
28817	Zamorakian banner	
28818	Null	
28819	Null	bound; base=28818
28820	Null	
28821	Null	bound; base=28820
28822	Crown of supremacy	
28823	Crown of legends	
28824	Mtx pet	
28825	Mtx pet	bound; base=28824
28826	Mtx pet	
28827	Mtx pet	
28828	Prototype colossus mk iii	
28829	Mtx pet	
28830	Mtx pet	bound; base=28829
28831	Mtx pet	
28832	Mtx pet	
28833	Warborn behemoth phase iii	
28834	Null	
28835	Null	bound; base=28834
28836	Colossus full	
28837	Colossus full	bound; base=28836
28838	Colossus helm	
28839	Colossus Cuirass	
28840	Colossus Greaves	
28841	Colossus Gauntlets	
28842	Colossus boots	
28843	Colossus cape	
28844	Colossus full (damaged)	
28845	Colossus full (damaged)	bound; base=28844
28846	Colossus (Veteran) Helm	
28847	Colossus (Veteran) Cuirass	
28848	Colossus (Veteran) Greaves	
28849	Colossus (Veteran) Gauntlets	
28850	Colossus (Veteran) Boots	
28851	Colossus (Veteran) Cape	
28852	Titan full	
28853	Titan full	bound; base=28852
28854	Titan helm	
28855	Titan Cuirass	
28856	Titan Greaves	
28857	Titan Gauntlets	
28858	Titan boots	
28859	Titan full (damaged)	
28860	Titan full (damaged)	bound; base=28859
28861	Titan (Veteran) Helm	
28862	Titan (Veteran) Cuirass	
28863	Titan (Veteran) Greaves	
28864	Titan (Veteran) Gauntlets	
28865	Titan (Veteran) Boots	
28866	Behemoth full	
28867	Behemoth full	bound; base=28866
28868	Behemoth helm	
28869	Behemoth Cuirass	
28870	Behemoth Greaves	
28871	Behemoth Gauntlets	
28872	Behemoth boots	
28873	Behemoth cape	
28874	Behemoth full (damaged)	
28875	Behemoth full (damaged)	bound; base=28874
28876	Behemoth (Veteran) Helm	
28877	Behemoth (Veteran) Cuirass	
28878	Behemoth (Veteran) Greaves	
28879	Behemoth (Veteran) Gauntlets	
28880	Behemoth (Veteran) Boots	
28881	Behemoth (Veteran) Cape	
28882	Beast full	
28883	Beast full	bound; base=28882
28884	Beast helm	
28885	Beast Cuirass	
28886	Beast Greaves	
28887	Beast Gauntlets	
28888	Beast boots	
28889	Beast full (damaged)	
28890	Beast full (damaged)	bound; base=28889
28891	Beast (Veteran) Helm	
28892	Beast (Veteran) Cuirass	
28893	Beast (Veteran) Greaves	
28894	Beast (Veteran) Gauntlets	
28895	Beast (Veteran) Boots	
28896	Capoeira unlock	
28897	Capoeira unlock	bound; base=28896
28898	Capoeira top	
28899	Capoeira top	bound; base=28898
28900	Capoeira legs	
28901	Capoeira legs	bound; base=28900
28902	Capoeira dreadlocks	
28903	Capoeira dreadlocks	bound; base=28902
28904	Small prismatic lamp	
28905	Medium prismatic lamp	
28906	Large prismatic lamp	
28907	Huge prismatic lamp	
28908	NIS Beta small lamp	
28909	NIS Beta medium lamp	
28910	NIS Beta large lamp	
28911	Sir Owen	
28912	Black Knight captain's helm	
28913	Black Knight captain's cuirass	
28914	Black Knight captain's gown	
28915	Black Knight captain's gauntlets	
28916	Black Knight captain's boots	
28917	Captain Dulcin's journal	
28918	Captain Dulcin's journal	
28919	Grimoire	
28920	Red candle	
28921	Chalk	
28922	Cage door key	
28923	Letter from Lord Daquarius	
28924	Handwritten message	
28925	Wand of Resurrection	
28926	Dawn's key	
28927	Skull of Remembrance	
28928	Combat XP lamp	
28929	Prayer XP lamp	
28930	Ancient combat lamp	
28931	Gilded cabbage	
28932	Ancient Prayer lamp	
28933	Sir Owen Sonde's shield	
28934	Black Knight captain's helm	
28935	Black Knight captain's cuirass	
28936	Black Knight captain's gown	
28937	Black Knight captain's gauntlets	
28938	Black Knight captain's boots	
28939	Sir Owen Sonde's shield	
28940	<unnamed>	
28941	Templar Helm	
28942	Templar Cuirass	
28943	Templar Greaves	
28944	Templar Gauntlets	
28945	Templar Boots	
28946	Linza pack	
28947	Linza pack	bound; base=28946
28948	Linza hair	
28949	Linza hair	bound; base=28948
28950	Linza Leather Vest	
28951	Linza Leather Vest	bound; base=28950
28952	Linza Apron	
28953	Linza Apron	bound; base=28952
28954	Linza Gloves	
28955	Linza Gloves	bound; base=28954
28956	Linza boots	
28957	Linza boots	bound; base=28956
28958	Linza Hammer	
28959	Linza Hammer	bound; base=28958
28960	Linza Off-hand Hammer	
28961	Linza Off-hand Hammer	bound; base=28960
28962	Tele	
28963	Tele	bound; base=28962
28964	Emote	
28965	Emote	bound; base=28964
28966	Linza emote sword	
28967	Owen pack	
28968	Owen pack	bound; base=28967
28969	Owen hair	
28970	Owen hair	bound; base=28969
28971	Sir Owen Cuirass	
28972	Sir Owen Cuirass	bound; base=28971
28973	Sir Owen Cuisses	
28974	Sir Owen Cuisses	bound; base=28973
28975	Sir Owen Gauntlets	
28976	Sir Owen Gauntlets	bound; base=28975
28977	Sir Owen Sabatons	
28978	Sir Owen Sabatons	bound; base=28977
28979	Sir Owen Longsword	
28980	Sir Owen Longsword	bound; base=28979
28981	Sir Owen Off-hand Longsword	
28982	Sir Owen Off-hand Longsword	bound; base=28981
28983	Sir Owen Shortsword	
28984	Sir Owen Shortsword	bound; base=28983
28985	Sir Owen Off-hand Shortsword	
28986	Sir Owen Off-hand Shortsword	bound; base=28985
28987	Sir Owen Greatsword	
28988	Sir Owen Greatsword	bound; base=28987
28989	Sir Owen Shield	
28990	Sir Owen Shield	bound; base=28989
28991	Tele	
28992	Tele	bound; base=28991
28993	Emote	
28994	Emote	bound; base=28993
28995	Shaman's headdress	
28996	Shaman's poncho	
28997	Shaman's leggings	
28998	Shaman's hand wraps	
28999	Shaman's moccasins	
29000	Fang of Mohegan	
29001	<unnamed>	
29002	<unnamed>	
29003	<unnamed>	
29004	<unnamed>	
29005	<unnamed>	
29006	<unnamed>	
29007	Arabian full	
29008	Arabian full	bound; base=29007
29009	Dervish Hat	
29010	Dervish Robe	
29011	Dervish Legs	
29012	Dervish Boots	
29013	Japanese full	
29014	Japanese full	bound; base=29013
29015	Eastern Hair	
29016	Eastern Robes	
29017	Eastern Legs	
29018	Eastern Sandals	
29019	Viking full	
29020	Viking full	bound; base=29019
29021	Tribal Circlet	
29022	Tribal Top	
29023	Tribal Legs	
29024	Tribal Shoes	
29025	Jungle full	
29026	Jungle full	bound; base=29025
29027	Samba Headdress	
29028	Samba Top	
29029	Samba Loincloth	
29030	Samba Sandals	
29031	Theatrical full	
29032	Theatrical full	bound; base=29031
29033	Theatrical Hat	
29034	Theatrical Tunic	
29035	Theatrical Legs	
29036	Theatrical Shoes	
29037	Egyptian full	
29038	Egyptian full	bound; base=29037
29039	Pharaoh Hat	
29040	Pharaoh Top	
29041	Pharaoh Shendyt	
29042	Pharaoh Sandals	
29043	Egyptian full	
29044	Egyptian full	bound; base=29043
29045	Wushanko Hat	
29046	Wushanko Top	
29047	Wushanko Legs	
29048	Wushanko Shoes	
29049	Egyptian full	
29050	Egyptian full	bound; base=29049
29051	Silken Turban	
29052	Silken Top	
29053	Silken Legs	
29054	Silken Boots	
29055	Egyptian full	
29056	Egyptian full	bound; base=29055
29057	Colonist Hat	
29058	Colonist Top	
29059	Colonist Legs	
29060	Colonist Boots	
29061	Scottish full	
29062	Scottish full	bound; base=29061
29063	Highland War Paint	
29064	Highland Top	
29065	Highland Kilt	
29066	Highland Boots	
29067	Aztec full	
29068	Aztec full	bound; base=29067
29069	Feathered Serpent Headdress	
29070	Feathered Serpent Body	
29071	Feathered Serpent Legs	
29072	Feathered Serpent Boots	
29073	Musketeer full	
29074	Musketeer full	bound; base=29073
29075	Musketeer Hat	
29076	Musketeer Body	
29077	Musketeer Legs	
29078	Musketeer boots	
29079	Elf full	
29080	Elf full	bound; base=29079
29081	Elven Wig	
29082	Elven Top	
29083	Elven Legs	
29084	Elven Shoes	
29085	Werewolf full	
29086	Werewolf full	bound; base=29085
29087	Werewolf Mask	
29088	Werewolf Torso	
29089	Werewolf Claws	
29090	Werewolf Legs	
29091	Werewolf Paws	
29092	Infernal gaze	
29093	Infernal gaze	bound; base=29092
29094	Serene gaze	
29095	Serene gaze	bound; base=29094
29096	Vernal gaze	
29097	Vernal gaze	bound; base=29096
29098	Nocturnal gaze	
29099	Nocturnal gaze	bound; base=29098
29100	Divine gaze	
29101	Divine gaze	bound; base=29100
29102	Abyssal gaze	
29103	Abyssal gaze	bound; base=29102
29104	Blazing gaze	
29105	Blazing gaze	bound; base=29104
29106	Mystical gaze	
29107	Mystical gaze	bound; base=29106
29108	Crown of Loyalty I	
29109	Crown of Loyalty I	bound; base=29108
29110	Crown of Loyalty II	
29111	Crown of Loyalty II	bound; base=29110
29112	Crown of Loyalty III	
29113	Crown of Loyalty III	bound; base=29112
29114	Crown of Loyalty IV	
29115	Crown of Loyalty IV	bound; base=29114
29116	Crown of Loyalty V	
29117	Crown of Loyalty V	bound; base=29116
29118	Crown of Loyalty VI	
29119	Crown of Loyalty VI	bound; base=29118
29120	Crown of Loyalty VII	
29121	Crown of Loyalty VII	bound; base=29120
29122	Crown of Loyalty VIII	
29123	Crown of Loyalty VIII	bound; base=29122
29124	Crown of Loyalty IX	
29125	Crown of Loyalty IX	bound; base=29124
29126	Crown of Loyalty X	
29127	Crown of Loyalty X	bound; base=29126
29128	Dervish Hat	bound; base=29009
29129	Dervish Robe	bound; base=29010
29130	Dervish Legs	bound; base=29011
29131	Dervish Boots	bound; base=29012
29132	Eastern Hair	bound; base=29015
29133	Eastern Robes	bound; base=29016
29134	Eastern Legs	bound; base=29017
29135	Eastern Sandals	bound; base=29018
29136	Tribal Circlet	bound; base=29021
29137	Tribal Top	bound; base=29022
29138	Tribal Legs	bound; base=29023
29139	Tribal Shoes	bound; base=29024
29140	Samba Headdress	bound; base=29027
29141	Samba Top	bound; base=29028
29142	Samba Loincloth	bound; base=29029
29143	Samba Sandals	bound; base=29030
29144	Theatrical Hat	bound; base=29033
29145	Theatrical Tunic	bound; base=29034
29146	Theatrical Legs	bound; base=29035
29147	Theatrical Shoes	bound; base=29036
29148	Pharaoh Hat	bound; base=29039
29149	Pharaoh Top	bound; base=29040
29150	Pharaoh Shendyt	bound; base=29041
29151	Pharaoh Sandals	bound; base=29042
29152	Wushanko Hat	bound; base=29045
29153	Wushanko Top	bound; base=29046
29154	Wushanko Legs	bound; base=29047
29155	Wushanko Shoes	bound; base=29048
29156	Silken Turban	bound; base=29051
29157	Silken Top	bound; base=29052
29158	Silken Legs	bound; base=29053
29159	Silken Boots	bound; base=29054
29160	Colonist Hat	bound; base=29057
29161	Colonist Top	bound; base=29058
29162	Colonist Legs	bound; base=29059
29163	Colonist Boots	bound; base=29060
29164	Highland War Paint	bound; base=29063
29165	Highland Top	bound; base=29064
29166	Highland Kilt	bound; base=29065
29167	Highland Boots	bound; base=29066
29168	Feathered Serpent Headdress	bound; base=29069
29169	Feathered Serpent Body	bound; base=29070
29170	Feathered Serpent Legs	bound; base=29071
29171	Feathered Serpent Boots	bound; base=29072
29172	Musketeer Hat	bound; base=29075
29173	Musketeer Body	bound; base=29076
29174	Musketeer Legs	bound; base=29077
29175	Musketeer boots	bound; base=29078
29176	Elven Wig	bound; base=29081
29177	Elven Top	bound; base=29082
29178	Elven Legs	bound; base=29083
29179	Elven Shoes	bound; base=29084
29180	Werewolf Mask	bound; base=29087
29181	Werewolf Torso	bound; base=29088
29182	Werewolf Claws	bound; base=29089
29183	Werewolf Legs	bound; base=29090
29184	Werewolf Paws	bound; base=29091
29185	Divination cape	
29186	Divination cape (t)	
29187	Divination hood	
29188	Divination cape	
29189	Pale energy	
29190	Flickering energy	
29191	Bright energy	
29192	Glowing energy	
29193	Sparkling energy	
29194	Gleaming energy	
29195	Vibrant energy	
29196	Lustrous energy	
29197	Brilliant energy	
29198	Radiant energy	
29199	Pale memory	
29200	Flickering memory	
29201	Bright memory	
29202	Glowing memory	
29203	Sparkling memory	
29204	Gleaming memory	
29205	Vibrant memory	
29206	Lustrous memory	
29207	Brilliant memory	
29208	Radiant memory	
29209	Portent of restoration I	
29210	Portent of restoration II	
29211	Portent of restoration III	
29212	Portent of restoration IV	
29213	Portent of restoration V	
29214	Portent of restoration VI	
29215	Portent of restoration VII	
29216	Portent of restoration VIII	
29217	Portent of restoration IX	
29218	Portent of restoration X	
29219	Portent of passage I	
29220	Portent of passage I	noted; base=29219
29221	Portent of passage II	
29222	Portent of passage II	noted; base=29221
29223	Portent of passage III	
29224	Portent of passage III	noted; base=29223
29225	Portent of passage IV	
29226	Portent of passage IV	noted; base=29225
29227	Portent of passage V	
29228	Portent of passage V	noted; base=29227
29229	Portent of passage VI	
29230	Portent of passage VI	noted; base=29229
29231	Portent of passage VII	
29232	Portent of passage VII	noted; base=29231
29233	Portent of passage VIII	
29234	Portent of passage VIII	noted; base=29233
29235	Portent of passage IX	
29236	Portent of passage IX	noted; base=29235
29237	Portent of passage X	
29238	Portent of passage X	noted; base=29237
29239	Portent of restoration I	
29240	Portent of restoration I	noted; base=29239
29241	Portent of restoration II	
29242	Portent of restoration II	noted; base=29241
29243	Portent of restoration III	
29244	Portent of restoration III	noted; base=29243
29245	Portent of restoration IV	
29246	Portent of restoration IV	noted; base=29245
29247	Portent of restoration V	
29248	Portent of restoration V	noted; base=29247
29249	Portent of restoration VI	
29250	Portent of restoration VI	noted; base=29249
29251	Portent of restoration VII	
29252	Portent of restoration VII	noted; base=29251
29253	Portent of restoration VIII	
29254	Portent of restoration VIII	noted; base=29253
29255	Portent of restoration IX	
29256	Portent of restoration IX	noted; base=29255
29257	Portent of restoration X	
29258	Portent of restoration X	noted; base=29257
29259	Attuned portent of restoration I	
29260	Attuned portent of restoration II	
29261	Attuned portent of restoration III	
29262	Attuned portent of restoration IV	
29263	Attuned portent of restoration V	
29264	Attuned portent of restoration VI	
29265	Attuned portent of restoration VII	
29266	Attuned portent of restoration VIII	
29267	Attuned portent of restoration IX	
29268	Attuned portent of restoration X	
29269	Sign of respite I	
29270	Sign of respite I	noted; base=29269
29271	Sign of respite II	
29272	Sign of respite II	noted; base=29271
29273	Sign of respite III	
29274	Sign of respite III	noted; base=29273
29275	Sign of the porter I	
29276	Active sign of the porter I	
29277	Sign of the porter II	
29278	Active sign of the porter II	
29279	Sign of the porter III	
29280	Active sign of the porter III	
29281	Sign of the porter IV	
29282	Active Sign of the porter IV	
29283	Sign of the porter V	
29284	Active sign of the porter V	
29285	Sign of the porter VI	
29286	Active sign of the porter VI	
29287	Sign of item protection	
29288	Sign of item protection	noted; base=29287
29289	Portent of item protection	
29290	Sign of life	
29291	Sign of life	noted; base=29290
29292	Portent of life	
29293	Chronicle fragment	
29294	Divine bronze rock	
29295	Divine iron rock	
29296	Divine coal rock	
29297	Divine mithril rock	
29298	Divine adamantite rock	
29299	Divine runite rock	
29300	Divine kebbit burrow	
29301	Divine bird snare	
29302	Divine deadfall trap	
29303	Divine box trap	
29304	Divine tree	
29305	Divine oak tree	
29306	Divine willow tree	
29307	Divine maple tree	
29308	Divine yew tree	
29309	Divine magic tree	
29310	Divine herb patch I	
29311	Divine herb patch II	
29312	Divine herb patch III	
29313	Pale energy	
29314	Flickering energy	
29315	Bright energy	
29316	Glowing energy	
29317	Sparkling energy	
29318	Gleaming energy	
29319	Vibrant energy	
29320	Lustrous energy	
29321	Brilliant energy	
29322	Radiant energy	
29323	Luminous energy	
29324	Incandescent energy	
29325	<unnamed>	
29326	<unnamed>	
29327	<unnamed>	
29328	<unnamed>	
29329	<unnamed>	
29330	<unnamed>	
29331	<unnamed>	
29332	<unnamed>	
29333	<unnamed>	
29334	<unnamed>	
29335	<unnamed>	
29336	<unnamed>	
29337	<unnamed>	
29338	<unnamed>	
29339	<unnamed>	
29340	<unnamed>	
29341	<unnamed>	
29342	<unnamed>	
29343	<unnamed>	
29344	<unnamed>	
29345	<unnamed>	
29346	<unnamed>	
29347	<unnamed>	
29348	<unnamed>	
29349	<unnamed>	
29350	<unnamed>	
29351	<unnamed>	
29352	<unnamed>	
29353	<unnamed>	
29354	<unnamed>	
29355	<unnamed>	
29356	<unnamed>	
29357	<unnamed>	
29358	<unnamed>	
29359	<unnamed>	
29360	<unnamed>	
29361	<unnamed>	
29362	<unnamed>	
29363	<unnamed>	
29364	<unnamed>	
29365	<unnamed>	
29366	<unnamed>	
29367	<unnamed>	
29368	<unnamed>	
29369	<unnamed>	
29370	<unnamed>	
29371	<unnamed>	
29372	<unnamed>	
29373	Boon of flickering energy	
29374	Boon of bright energy	
29375	Boon of glowing energy	
29376	Boon of sparkling energy	
29377	Boon of gleaming energy	
29378	Boon of vibrant energy	
29379	Boon of lustrous energy	
29380	Boon of brilliant energy	
29381	Boon of radiant energy	
29382	Boon of luminous energy	
29383	Boon of incandescent energy	
29384	Pale memory	
29385	Flickering memory	
29386	Bright memory	
29387	Glowing memory	
29388	Sparkling memory	
29389	Gleaming memory	
29390	Vibrant memory	
29391	Lustrous memory	
29392	Brilliant memory	
29393	Radiant memory	
29394	Luminous memory	
29395	Incandescent memory	
29396	Enriched flickering memory	
29397	Enriched bright memory	
29398	Enriched glowing memory	
29399	Enriched sparkling memory	
29400	Enriched gleaming memory	
29401	Enriched vibrant memory	
29402	Enriched lustrous memory	
29403	Enriched brilliant memory	
29404	Enriched radiant memory	
29405	Enriched luminous memory	
29406	Enriched incandescent memory	
29407	One-leaf clover necklace	
29408	Two-leaf clover necklace	
29409	Three-leaf clover necklace	
29410	Four-leaf clover necklace	
29411	Two-leaf clover necklace (empty)	
29412	Three-leaf clover necklace (empty)	
29413	Four-leaf clover necklace (empty)	
29414	Small XP lamp (Herblore)	
29415	Medium XP lamp (Herblore)	
29416	Large XP lamp (Herblore)	
29417	Huge XP lamp (Herblore)	
29418	<unnamed>	
29419	Superhero Top	
29420	Superhero Legs	
29421	Superhero Mask	
29422	<unnamed>	
29423	<unnamed>	
29424	Superhero Cape	
29425	Superhero Claw	
29426	Superhero Off-hand Claw	
29427	Superhero Shield	
29428	Superhero Lightning	
29429	Superhero Off-hand Lightning	
29430	<unnamed>	
29431	Superior Hero Mask	
29432	Superior Hero Top	
29433	Superior Hero Legs	
29434	<unnamed>	
29435	<unnamed>	
29436	Superior Hero Cape	
29437	<unnamed>	
29438	<unnamed>	
29439	<unnamed>	
29440	<unnamed>	
29441	<unnamed>	
29442	<unnamed>	
29443	Dried chillies	
29444	Curried lard nuggets	
29445	Pure caffeine	
29446	Thaumic chronometer	
29447	<unnamed>	
29448	Guthix rest flask (6)	
29449	Guthix rest flask (6)	noted; base=29448
29450	Guthix rest flask (5)	
29451	Guthix rest flask (5)	noted; base=29450
29452	Guthix rest flask (4)	
29453	Guthix rest flask (4)	noted; base=29452
29454	Guthix rest flask (3)	
29455	Guthix rest flask (3)	noted; base=29454
29456	Guthix rest flask (2)	
29457	Guthix rest flask (2)	noted; base=29456
29458	Guthix rest flask (1)	
29459	Guthix rest flask (1)	noted; base=29458
29460	<unnamed>	
29461	Dulcin Helm	
29462	Dulcin Cuirass	
29463	Dulcin Gown	
29464	Dulcin Gauntlets	
29465	Dulcin Boots	
29466	Crab Claw	
29467	Crab Off-hand Claw	
29468	Gatestone 2	
29469	Daemonheim effects 1	
29470	Daemonheim effects 1	bound; base=29469
29471	Daemonheim effects 2	
29472	Daemonheim effects 2	bound; base=29471
29473	Daemonheim effects 3	
29474	Daemonheim effects 3	bound; base=29473
29475	Daemonheim effects 4	
29476	Daemonheim effects 4	bound; base=29475
29477	Antique lamp	
29478	Antique lamp	
29479	Antique lamp	
29480	Antique lamp	
29481	Antique lamp	
29482	Heroic crit set	
29483	Heroic crit set	bound; base=29482
29484	Tele	
29485	Tele	bound; base=29484
29486	Tele	
29487	Tele	bound; base=29486
29488	Hit splats	
29489	Hit splats	bound; base=29488
29490	Hit sparks	
29491	Hit sparks	bound; base=29490
29492	Bond	
29493	Bond	bound; base=29492
29494	Bond (untradeable)	
29495	Hreidmar fragment	
29496	Grimsson fragment	
29497	Gnome emissary fragment	
29498	Chaos dwarf fragment	
29499	Troll fragment	
29500	Dwarf fragment	
29501	Standard fragment	
29502	Conscript fragment	
29503	Chaplain fragment	
29504	Hreidmar fragment	
29505	Grimsson fragment	
29506	Gnome emissary fragment	
29507	Royal dwarven seal	
29508	Bundle of letters	
29509	Memory wand	
29510	Explosive gear	
29511	<unnamed>	
29512	<unnamed>	
29513	<unnamed>	
29514	<unnamed>	
29515	<unnamed>	
29516	<unnamed>	
29517	<unnamed>	
29518	<unnamed>	
29519	<unnamed>	
29520	<unnamed>	
29521	Azdaran document	
29522	Imcando pickaxe	
29523	<unnamed>	
29524	Imcando pickaxe fragment 1	
29525	Imcando pickaxe fragment 2	
29526	Imcando pickaxe fragment 3	
29527	Imcando pickaxe fragment 4	
29528	Veldaban	
29529	Veldaban (part 4)	
29530	Statue fragment	
29531	Mtx pet	
29532	Mtx pet	bound; base=29531
29533	Golden chinchompa	
29534	Dragon warhammer	
29535	Dragon warhammer	noted; base=29534
29536	Dragon warhammer	lent; base=29534
29537	Off-hand dragon warhammer	
29538	Off-hand dragon warhammer	noted; base=29537
29539	Off-hand dragon warhammer	lent; base=29537
29540	Dragon battlestaff	
29541	Dragon battlestaff	noted; base=29540
29542	Dragon battlestaff	lent; base=29540
29543	Dragon throwing axe	
29544	Off-hand dragon throwing axe	
29545	Small XP lamp (Divination)	
29546	Medium XP lamp (Divination)	
29547	Large XP lamp (Divination)	
29548	Huge XP lamp (Divination)	
29549	<unnamed>	
29550	<unnamed>	
29551	<unnamed>	
29552	<unnamed>	
29553	Pendant of Divination	
29554	Prized pendant of Divination	
29555	<unnamed>	
29556	Elder logs	
29557	Elder logs	noted; base=29556
29558	Crystal geode	
29559	Ambassador of order outfit	
29560	Ambassador of order outfit	bound; base=29559
29561	Ambassador of Order Circlet	
29562	Ambassador of Order Circlet	bound; base=29561
29563	Ambassador of Order Robe Top	
29564	Ambassador of Order Robe Top	bound; base=29563
29565	Ambassador of Order Robe Bottom	
29566	Ambassador of Order Robe Bottom	bound; base=29565
29567	Ambassador of Order Gloves	
29568	Ambassador of Order Gloves	bound; base=29567
29569	Ambassador of Order Shoes	
29570	Ambassador of Order Shoes	bound; base=29569
29571	Ambassador of order cloak	
29572	Ambassador of order cloak	bound; base=29571
29573	Envoy of order outfit	
29574	Envoy of order outfit	bound; base=29573
29575	Envoy of Order Circlet	
29576	Envoy of Order Circlet	bound; base=29575
29577	Envoy of Order Robe Top	
29578	Envoy of Order Robe Top	bound; base=29577
29579	Envoy of Order Robe Bottom	
29580	Envoy of Order Robe Bottom	bound; base=29579
29581	Envoy of Order Gloves	
29582	Envoy of Order Gloves	bound; base=29581
29583	Envoy of Order Shoes	
29584	Envoy of Order Shoes	bound; base=29583
29585	Ambassador of chaos outfit	
29586	Ambassador of chaos outfit	bound; base=29585
29587	Ambassador of Chaos Cap	
29588	Ambassador of Chaos Cap	bound; base=29587
29589	Ambassador of Chaos Robe Top	
29590	Ambassador of Chaos Robe Top	bound; base=29589
29591	Ambassador of Chaos Robe Bottom	
29592	Ambassador of Chaos Robe Bottom	bound; base=29591
29593	Ambassador of Chaos Gloves	
29594	Ambassador of Chaos Gloves	bound; base=29593
29595	Ambassador of Chaos Shoes	
29596	Ambassador of Chaos Shoes	bound; base=29595
29597	Ambassador of chaos cloak	
29598	Ambassador of chaos cloak	bound; base=29597
29599	Envoy of chaos outfit	
29600	Envoy of chaos outfit	bound; base=29599
29601	Envoy of Chaos Cap	
29602	Envoy of Chaos Cap	bound; base=29601
29603	Envoy of Chaos Robe Top	
29604	Envoy of Chaos Robe Top	bound; base=29603
